Order Date,Ship Date,Customer ID,Customer Name,Product ID,Product Name,Category,Sub-Category,Sale Price,Quantity,Discount,Turnover,Ship Mode,Segment,City,State,Region,Country,Postal Code
04-05-2016,04-10-2016,GM-14455,Gary Mitchum,OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,Storage,158.368,7,0.2,1108.576,Second Class,Home Office,Houston,Texas,Central,United States,77095
09/17/2016,09/22/2016,JS-15685,Jim Sink,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,20.1,3,0,60.3,Standard Class,Corporate,Los Angeles,California,West,United States,90036
09/17/2016,09/22/2016,JS-15685,Jim Sink,TEC-PH-10004093,Panasonic Kx-TS550,Technology,Phones,73.584,2,0.2,147.168,Standard Class,Corporate,Los Angeles,California,West,United States,90036
09/17/2016,09/22/2016,JS-15685,Jim Sink,OFF-PA-10000304,Xerox 1995,Office Supplies,Paper,6.48,1,0,6.48,Standard Class,Corporate,Los Angeles,California,West,United States,90036
01/31/2015,02-05-2015,KB-16315,Karl Braun,OFF-PA-10003177,Xerox 1999,Office Supplies,Paper,12.96,2,0,25.92,Second Class,Consumer,Minneapolis,Minnesota,Central,United States,55407
01/31/2015,02-05-2015,KB-16315,Karl Braun,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,53.34,3,0,160.02,Second Class,Consumer,Minneapolis,Minnesota,Central,United States,55407
01/31/2015,02-05-2015,KB-16315,Karl Braun,OFF-BI-10002852,Ibico Standard Transparent Covers,Office Supplies,Binders,32.96,2,0,65.92,Second Class,Consumer,Minneapolis,Minnesota,Central,United States,55407
11-06-2017,11-12-2017,RB-19705,Roger Barcio,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,5.682,1,0.7,5.682,Standard Class,Home Office,Portland,Oregon,West,United States,97206
11-09-2017,11-11-2017,PN-18775,Parhena Norris,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,96.53,7,0,675.71,Second Class,Home Office,New York City,New York,East,United States,10009
06/17/2017,06/20/2017,KD-16345,Katherine Ducich,OFF-BI-10001721,Trimflex Flexible Post Binders,Office Supplies,Binders,51.312,3,0.2,153.936,First Class,Consumer,San Francisco,California,West,United States,94122
09-06-2016,09-11-2016,ER-13855,Elpida Rittenbach,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,77.88,6,0,467.28,Standard Class,Corporate,Saint Paul,Minnesota,Central,United States,55106
08/29/2016,09-02-2016,RB-19465,Rick Bensley,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,64.624,7,0.2,452.368,Standard Class,Home Office,Chicago,Illinois,Central,United States,60610
08/29/2016,09-02-2016,RB-19465,Rick Bensley,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,95.976,3,0.2,287.928,Standard Class,Home Office,Chicago,Illinois,Central,United States,60610
08/29/2016,09-02-2016,RB-19465,Rick Bensley,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,1.788,3,0.8,5.364,Standard Class,Home Office,Chicago,Illinois,Central,United States,60610
12-01-2016,12-04-2016,GZ-14470,Gary Zandusky,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,23.92,4,0,95.68,Second Class,Consumer,Rochester,Minnesota,Central,United States,55901
11/13/2015,11/17/2015,LC-16870,Lena Cacioppo,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,238.896,6,0.2,1433.376,Standard Class,Consumer,Aurora,Colorado,West,United States,80013
11/13/2015,11/17/2015,LC-16870,Lena Cacioppo,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,102.36,3,0.2,307.08,Standard Class,Consumer,Aurora,Colorado,West,United States,80013
11/13/2015,11/17/2015,LC-16870,Lena Cacioppo,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,36.882,3,0.7,110.646,Standard Class,Consumer,Aurora,Colorado,West,United States,80013
11/23/2017,11/28/2017,JM-15250,Janet Martin,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,74.112,8,0.2,592.896,Standard Class,Consumer,Charlotte,North Carolina,South,United States,28205
11/23/2017,11/28/2017,JM-15250,Janet Martin,TEC-PH-10002844,Speck Products Candyshell Flip Case,Technology,Phones,27.992,1,0.2,27.992,Standard Class,Consumer,Charlotte,North Carolina,South,United States,28205
11/23/2017,11/28/2017,JM-15250,Janet Martin,OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,3.304,1,0.2,3.304,Standard Class,Consumer,Charlotte,North Carolina,South,United States,28205
10/15/2015,10/20/2015,PA-19060,Pete Armstrong,TEC-AC-10000844,LogitechÂ Gaming G510s - Keyboard,Technology,Accessories,339.96,5,0.2,1699.8,Standard Class,Home Office,Orland Park,Illinois,Central,United States,60462
12/25/2017,12/30/2017,CV-12805,Cynthia Voltz,FUR-FU-10001934,Magnifier Swing Arm Lamp,Furniture,Furnishings,41.96,2,0,83.92,Standard Class,Corporate,New York City,New York,East,United States,10035
11-03-2016,11-10-2016,CL-12565,Clay Ludtke,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,75.96,2,0,151.92,Standard Class,Consumer,Urbandale,Iowa,Central,United States,50322
11-03-2016,11-10-2016,CL-12565,Clay Ludtke,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,27.24,6,0,163.44,Standard Class,Consumer,Urbandale,Iowa,Central,United States,50322
08/25/2014,08/27/2014,RC-19960,Ryan Crowe,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,40.096,14,0.2,561.344,Second Class,Consumer,Columbus,Ohio,East,United States,43229
08/25/2014,08/27/2014,RC-19960,Ryan Crowe,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,4.72,2,0.2,9.44,Second Class,Consumer,Columbus,Ohio,East,United States,43229
08/25/2014,08/27/2014,RC-19960,Ryan Crowe,OFF-PA-10004965,Xerox 1921,Office Supplies,Paper,23.976,3,0.2,71.928,Second Class,Consumer,Columbus,Ohio,East,United States,43229
08/25/2014,08/27/2014,RC-19960,Ryan Crowe,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,130.464,6,0.2,782.784,Second Class,Consumer,Columbus,Ohio,East,United States,43229
03-02-2015,03-06-2015,DK-13090,Dave Kipp,FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,787.53,3,0,2362.59,Standard Class,Consumer,Seattle,Washington,West,United States,98103
04-05-2015,04-10-2015,GG-14650,Greg Guthrie,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,157.794,1,0.7,157.794,Standard Class,Corporate,Bristol,Tennessee,South,United States,37620
